id,gap_keyword,gap_category,recommendation_type,recommendation,related_certs,related_skills,free_resource_url,resource_name,estimated_time,estimated_cost,veteran_discount,veteran_discount_notes,created_at
20c9af0c-ba80-4ed2-ba80-8d1e8d4f0b34,CSM,certification,quick_win,Certified ScrumMaster is a 2-day course. Your military experience with iterative planning and team leadership maps directly to Scrum.,"[""PMP"",""PMI-ACP"",""SAFe Agilist""]","[""Agile"",""Scrum"",""Sprint Planning""]",https://www.scrumalliance.org/get-certified/scrum-master-track/certified-scrummaster,Scrum Alliance CSM,2 days + exam,"$1,000-1,500 (includes course)",false,,2026-02-15 17:49:11.511332+00
21e66efb-c8b4-4268-9a8e-533035f89291,ITIL,certification,quick_win,ITIL 4 Foundation covers IT service management. Your military operations and maintenance management experience maps directly to ITIL concepts.,"[""CompTIA A+"",""PMP""]","[""IT Service Management"",""Incident Management"",""Change Management""]",https://www.axelos.com/certifications/itil-service-management,AXELOS ITIL,2-4 weeks study,$395 exam,false,,2026-02-15 17:49:11.511332+00
23ac872e-375e-49c8-a813-d2e4c6ef7afe,CASP+,certification,equivalent,Your Security+ and CySA+ combined with years of experience cover CASP+ domains. Consider pursuing if targeting senior security architect roles.,"[""Security+"",""CySA+"",""CISSP""]","[""Security Architecture"",""Risk Management"",""Enterprise Security""]",https://www.comptia.org/certifications/comptia-advanced-security-practitioner,CompTIA CASP+,2-4 months study,$494 exam,true,CompTIA offers military spouse and veteran pricing,2026-02-15 17:49:11.511332+00
25e66783-02e9-4f69-af49-b363afc5d265,ServiceNow,tool,training,Enterprise IT service management platform. Free training and simulator available. Your military ticketing/maintenance tracking experience is relevant.,,"[""ITSM"",""Ticketing"",""Workflow Management"",""ITIL""]",https://nowlearning.servicenow.com,ServiceNow Now Learning,20-40 hours,Free,true,ServiceNow has a veteran hiring program and free training,2026-02-15 17:49:11.511332+00
29b66a2a-3c19-4f2e-bfe8-2b26fc083c58,Negotiation,soft_skill,add_skill,"If you coordinated resources between departments, managed vendor relationships, or resolved conflicts, you have negotiation experience. Military resource competition requires constant negotiation.",,"[""Conflict Resolution"",""Resource Management"",""Stakeholder Management""]",,,,,false,,2026-02-15 17:49:11.511332+00
2e652ed4-d3a7-4376-a7ed-a980ba4c2c52,Public speaking,soft_skill,add_skill,"If you briefed leadership, conducted training, or led meetings, you have public speaking experience. Military briefing experience is often more rigorous than civilian presentation skills.",,"[""Presentations"",""Briefing"",""Communication""]",,,,,false,,2026-02-15 17:49:11.511332+00
2f770e96-c71b-4d8f-afa7-827b80ed618e,NIST RMF,methodology,equivalent,"If you worked in military cybersecurity (DIACAP, ACAS, STIGs, eMASS), you have worked with RMF concepts. Military uses RMF. Just make sure to use the term ""NIST Risk Management Framework"" on your resume.","[""Security+"",""CISSP"",""CISM""]","[""Risk Management"",""Security Assessment"",""ATO"",""Compliance""]",,,,,false,,2026-02-15 17:49:11.511332+00
33c1b544-f58d-42c4-93fc-fd39bfae2d93,AWS Certified,certification,training,Start with AWS Cloud Practitioner (foundational) or Solutions Architect Associate. Your infrastructure experience translates well to cloud.,"[""CompTIA Cloud+"",""Azure certifications""]","[""Cloud Computing"",""Infrastructure"",""Networking""]",https://aws.amazon.com/training/,AWS Training,CCP: 1-2 months / SAA: 2-4 months,CCP: $100 / SAA: $150 exam,true,AWS offers free re/Start program for military and veterans,2026-02-15 17:49:11.511332+00
3c4012c4-ded7-4514-bb19-c1d6920763c0,CISSP,certification,equivalent,"Your Security+, CySA+, or CASP+ demonstrate similar cybersecurity competency. Highlight these as equivalent experience in your cover letter. CISSP requires 5 years experience — your military service counts.","[""Security+"",""CySA+"",""CASP+"",""PenTest+"",""CISM""]","[""Information Security"",""Risk Management"",""Security Architecture""]",https://www.isc2.org/certifications/cissp,ISC2 CISSP,3-6 months study,$749 exam,true,ISC2 offers military/veteran discounts and workforce programs,2026-02-15 17:49:11.511332+00
45c3b771-57f7-4345-9a6f-884c21dd838a,SAP,tool,training,Enterprise resource planning system. Free learning hub available. Your military logistics/supply chain experience maps to SAP modules.,,"[""ERP"",""Supply Chain"",""Finance"",""Procurement""]",https://learning.sap.com,SAP Learning,20-40 hours,Free (some courses),false,,2026-02-15 17:49:11.511332+00
460787f4-fd97-45ba-9874-d8dc5825ebd4,CMMS experience,skill,equivalent,"If you used 3M/OMMS-NG (Navy), GCSS-Army, or NALCOMIS (aviation), you used a CMMS. These are equivalent to civilian systems like Maximo, SAP PM, or Fiix. Say ""CMMS"" on your resume.",,"[""Preventive Maintenance"",""Work Order Management"",""Asset Tracking""]",,,,,false,,2026-02-15 17:49:11.511332+00
46476af6-f791-4ab3-951a-2bf1c87062d5,FEMA ICS,skill,equivalent,"If you participated in military emergency response, you operated under Incident Command System principles. ICS-100, 200, 700, and 800 are free online and validate what you already know.",,"[""Emergency Management"",""Incident Command"",""Disaster Response""]",https://training.fema.gov/is/,FEMA EMI,4-8 hours per course,Free,false,,2026-02-15 17:49:11.511332+00
4cc97d4e-57b6-447d-b461-72bd9bf2b88d,Executive presence,soft_skill,add_skill,"If you briefed flag/general officers or senior executives, you have executive presence. Military bearing and communication discipline translate directly to boardroom presence.",,"[""Leadership"",""Communication"",""Briefing""]",,,,,false,,2026-02-15 17:49:11.511332+00
4cd442b3-0585-4a94-ac7f-1ef71669eb84,Tableau,tool,training,Data visualization platform. Free Tableau Public version and extensive free training. Your briefing and data presentation experience is relevant.,,"[""Data Visualization"",""Business Intelligence"",""Analytics""]",https://www.tableau.com/learn,Tableau Learning,10-20 hours,Free (Public version),false,,2026-02-15 17:49:11.511332+00
51b77687-098d-4714-8a10-02cbc5499535,Linux,tool,training,"Free and open source OS. Foundation for cybersecurity, cloud, and DevOps roles. If you used any military Unix systems, Linux is similar.","[""CompTIA Linux+"",""RHCSA""]","[""System Administration"",""Command Line"",""Shell Scripting""]",https://www.freecodecamp.org/news/linux-command-line-tutorial/,freeCodeCamp,20-40 hours,Free,false,,2026-02-15 17:49:11.511332+00
528e9d91-2595-4516-9e3d-814deb619715,CCNP,certification,long_term,CCNP builds on CCNA. Your enterprise network experience from military service is a strong foundation. Requires CCNA or equivalent experience.,"[""CCNA"",""CompTIA Network+""]","[""Advanced Routing"",""Network Architecture"",""Network Security""]",https://www.cisco.com/site/us/en/learn/training-certifications/certifications/professional/ccnp-enterprise/index.html,Cisco CCNP,4-8 months study,$330 per exam (2 exams),true,Cisco NetAcad offers military programs,2026-02-15 17:49:11.511332+00
537306f1-64f2-4bed-8e76-d4be211d7711,Data Analysis,skill,add_skill,"If you tracked readiness metrics, maintenance data, personnel statistics, or budget reports, you performed data analysis. Add this skill and learn Excel/Power BI to formalize it.",,"[""Reporting"",""Metrics"",""Analytics"",""Excel""]",,,,,false,,2026-02-15 17:49:11.511332+00
54a2aaed-3eab-485c-a5e3-37dccb194c25,ERP experience,skill,equivalent,"If you used military supply/logistics systems (Navy ERP, GCSS-Army, DLA systems), you used ERP platforms. Say ""ERP"" on your resume — it is the same concept.",,"[""Supply Chain"",""Logistics"",""Procurement"",""Inventory Management""]",,,,,false,,2026-02-15 17:49:11.511332+00
5783997e-fb6a-4a5b-a1cb-72baf869ba7b,Root Cause Analysis,skill,add_skill,"If you conducted AARs, mishap investigations, or equipment failure analysis, you performed root cause analysis. Add this to your skills — it is highly valued.","[""Lean Six Sigma""]","[""Problem Solving"",""Investigation"",""Process Improvement""]",,,,,false,,2026-02-15 17:49:11.511332+00
5cc51453-19e2-4aa0-a9f4-e1b82055d374,Workday,tool,training,"HR and finance cloud platform. If you managed personnel or payroll systems in the military, concepts are similar.",,"[""HRIS"",""Payroll"",""Human Resources""]",https://community.workday.com,Workday Community,10-20 hours,Varies,false,,2026-02-15 17:49:11.511332+00
5e6883be-462c-43c5-8512-a4c73cd46f3e,Agile,methodology,add_skill,"Your military experience with iterative mission planning, AARs, and adapting to changing conditions IS Agile in practice. Add ""Agile Methodology"" to your skills. Consider CSM cert for formal validation.","[""PMP"",""CSM"",""SAFe""]","[""Sprint Planning"",""Scrum"",""Iterative Development""]",,,,,false,,2026-02-15 17:49:11.511332+00
5e753b68-d851-41cc-96a5-bff82044ad5b,Smartsheet,tool,training,"Spreadsheet-based project management. If you are comfortable with Excel, Smartsheet is an easy transition.",,"[""Project Management"",""Spreadsheets"",""Reporting""]",https://www.smartsheet.com/learning-center,Smartsheet Learning,2-4 hours,Free training,false,,2026-02-15 17:49:11.511332+00
5ec77d97-447f-4828-a89b-36f7098a5b54,HAZWOPER,certification,equivalent,"If you handled HAZMAT in the military (DC, CBRN, environmental), you likely have equivalent training. May need 8-hour refresher for civilian certification.",,"[""HAZMAT"",""Emergency Response"",""Decontamination""]",,,8-hour refresher,$150-200,false,,2026-02-15 17:49:11.511332+00
60595d45-a733-4720-90ee-239e7e2c243f,Change Management,skill,add_skill,"If you led organizational transitions, implemented new processes, or managed personnel through deployments/restructures, you practiced change management. Add it.","[""PMP""]","[""Organizational Development"",""Process Implementation"",""Communication""]",,,,,false,,2026-02-15 17:49:11.511332+00
61556a26-9b6f-4edf-a649-9bff19bd2e36,OSHA 30,certification,quick_win,OSHA 30-hour course is available online. Your military safety experience exceeds most civilian safety training.,"[""OSHA 10""]","[""Safety Management"",""OSHA Compliance"",""Hazard Identification""]",https://www.osha.com/courses/30-hour-general-industry,OSHA Education Center,30 hours (self-paced),$189,false,,2026-02-15 17:49:11.511332+00
623ace19-a1f8-44dc-a124-dfd96cc74f2f,Bachelor's degree,education,long_term,"Many employers accept equivalent experience in lieu of a degree. Your {{years}} years of military experience + certifications often equals or exceeds a bachelor's. Some employers accept CLEP credits. Check if the JD says ""or equivalent experience.""",,,https://clep.collegeboard.org,CLEP Exams,Varies,$90 per exam (free for military),true,CLEP exams are free for active duty military through DANTES,2026-02-15 17:49:11.511332+00
6679384c-2187-41cd-89a0-b9129e2dbc95,CompTIA A+,certification,quick_win,"Entry-level IT cert. If you have any hands-on IT experience from the military, A+ is achievable in 4-6 weeks of study.",,"[""Hardware"",""Troubleshooting"",""Operating Systems"",""Help Desk""]",https://www.comptia.org/certifications/a,CompTIA A+,4-8 weeks study,$358 per exam (2 exams),true,CompTIA offers military/veteran pricing at 50% discount,2026-02-15 17:49:11.511332+00
66b71c15-f2f0-4951-b299-6a98dbd17871,MS Project,tool,training,"Free tutorials on Microsoft Learn. If you managed schedules or Gantt charts in the military, MS Project will feel familiar.",,"[""Project Scheduling"",""Gantt Charts"",""Resource Management""]",https://learn.microsoft.com,Microsoft Learn,4-8 hours,Free training / $30/mo for tool,false,,2026-02-15 17:49:11.511332+00
6d0f056e-4235-4267-b295-b43cb72d0c1a,Monday.com,tool,training,Free version available. Intuitive project management platform. Very learnable in a few hours.,,"[""Project Management"",""Task Tracking"",""Workflow Automation""]",https://monday.com/blog/project-management/getting-started/,Monday.com Resources,2-4 hours,Free,false,,2026-02-15 17:49:11.511332+00
6dfe61b2-802a-488b-828f-ce64bf197b9b,GIAC certifications,certification,long_term,"GIAC certs (GSEC, GCIH, GCIA, etc.) are gold standard in cybersecurity. Your military cyber experience is relevant foundation. SANS courses are expensive but top quality.","[""Security+"",""CySA+"",""PenTest+""]","[""Incident Response"",""Network Defense"",""Forensics""]",https://www.giac.org/certifications/,GIAC/SANS,1-3 months per cert,"$2,499+ per course",true,SANS offers military discount and VET TEC programs through SANS.edu,2026-02-15 17:49:11.511332+00
6e2c0b56-3ce0-4f64-b3a7-423857b981ff,CompTIA Network+,certification,quick_win,"If you worked with any military communication or network systems, you already know most of this material. Strong foundation cert.","[""CompTIA A+""]","[""Networking"",""TCP/IP"",""Troubleshooting""]",https://www.comptia.org/certifications/network,CompTIA Network+,4-8 weeks study,$358 exam,true,CompTIA offers military/veteran pricing at 50% discount,2026-02-15 17:49:11.511332+00
751378eb-0794-4d54-b9ec-2cd1efdd9106,Excel Advanced,tool,training,"Advanced Excel (pivot tables, VLOOKUP, macros). Free training on Microsoft Learn. Your military reporting experience is a strong foundation.",,"[""Data Analysis"",""Reporting"",""Spreadsheets""]",https://learn.microsoft.com,Microsoft Learn,10-20 hours,Free,false,,2026-02-15 17:49:11.511332+00
7b5e801c-e63c-44a5-8060-d043bf76bf15,Kubernetes,tool,training,Container orchestration platform. Free training at kubernetes.io. Growing requirement for cloud and DevOps roles.,"[""AWS"",""Azure"",""CKA""]","[""Container Orchestration"",""Cloud"",""DevOps""]",https://kubernetes.io/training/,Kubernetes Training,20-40 hours,Free,false,,2026-02-15 17:49:11.511332+00
7e9c2dce-64ea-4dcb-84f6-15b98506eab9,Nessus,tool,training,Vulnerability scanner. Free Nessus Essentials version available. Your STIG/vulnerability scanning experience is equivalent.,"[""Security+"",""CySA+"",""PenTest+""]","[""Vulnerability Assessment"",""Scanning"",""Compliance""]",https://www.tenable.com/products/nessus/nessus-essentials,Tenable Nessus Essentials,4-8 hours,Free (Essentials),false,,2026-02-15 17:49:11.511332+00
870f2ec8-cc40-4b79-a922-81314ef3f952,DoD Acquisition,skill,add_skill,"If you participated in equipment procurement, program reviews, or milestone decisions, you have DoD acquisition experience. Familiarize yourself with the 5000 series if targeting acquisition roles.","[""PMP"",""DAWIA""]","[""Program Management"",""Procurement"",""Contracts""]",https://aaf.dau.edu,Defense Acquisition University (free),10-40 hours,Free,true,DAU courses are free for military and government civilians,2026-02-15 17:49:11.511332+00
883c148d-0afe-40d8-acec-24b51d9af294,Confluence,tool,training,"Atlassian wiki/documentation tool. If you wrote SOPs, instructions, or maintained any documentation system, Confluence is similar.",,"[""Documentation"",""Knowledge Management"",""Technical Writing""]",https://university.atlassian.com,Atlassian University,2-4 hours,Free,false,,2026-02-15 17:49:11.511332+00
8866db0e-c27a-4864-9f98-b04cf72ad3db,Docker,tool,training,Container platform. Free to use. Free training available. Foundational for modern DevOps and cloud roles.,,"[""Containers"",""DevOps"",""Microservices""]",https://docs.docker.com/get-started/,Docker Docs,10-20 hours,Free,false,,2026-02-15 17:49:11.511332+00
8e3613fe-2270-4ab7-8d62-98d8fdb2eb3d,BLS,certification,quick_win,Basic Life Support is a 1-day course. Most military medical personnel already have this or equivalent training.,"[""ACLS"",""PALS"",""TCCC""]","[""CPR"",""First Aid"",""Emergency Response""]",https://cpr.heart.org/en/cpr-courses-and-kits/healthcare-professional/basic-life-support-bls,AHA BLS,1 day,$65-80,false,,2026-02-15 17:49:11.511332+00
90f9d046-f7f3-4713-9091-1508ab975308,Git/GitHub,tool,training,Version control system used by every software team. Free. Essential for any technical role.,,"[""Version Control"",""Collaboration"",""Software Development""]",https://docs.github.com/en/get-started,GitHub Docs,4-8 hours,Free,false,,2026-02-15 17:49:11.511332+00
911245fc-b6ac-4f12-9d41-03d6864c318a,DevOps,methodology,training,"DevOps combines development and operations. Your military ops tempo and systems management experience is a foundation. Focus on learning the specific tools (Docker, Jenkins, Git).","[""AWS"",""Azure"",""CompTIA Linux+""]","[""CI/CD"",""Automation"",""Infrastructure as Code"",""Monitoring""]",https://www.freecodecamp.org/news/devops-engineering-course-for-beginners/,freeCodeCamp,40-60 hours,Free,false,,2026-02-15 17:49:11.511332+00
97cbc1bb-3464-4fcd-9c22-c081ec8fc576,Power BI,tool,training,"Microsoft data visualization tool. Free desktop version. Integrates with Excel, which you likely already know.",,"[""Data Visualization"",""Business Intelligence"",""Excel""]",https://learn.microsoft.com/en-us/power-bi/,Microsoft Learn,10-20 hours,Free (Desktop),false,,2026-02-15 17:49:11.511332+00
a189c11a-36b2-43c3-8306-df8b2fd0020a,Waterfall,methodology,add_skill,"Traditional sequential project management. Military planning processes (MDMP, naval planning process) follow waterfall methodology. Add this to your skills.","[""PMP""]","[""Sequential Planning"",""Phase Gates"",""Requirements Documentation""]",,,,,false,,2026-02-15 17:49:11.511332+00
a31be120-c6a0-47ea-8e4b-1939877b6fe8,Elastic/ELK Stack,tool,training,"Open source SIEM alternative. Free training available. If you have Splunk experience, ELK concepts are similar.","[""Security+"",""CySA+""]","[""SIEM"",""Log Management"",""Data Analytics""]",https://www.elastic.co/training/free,Elastic Training,10-20 hours,Free,false,,2026-02-15 17:49:11.511332+00
a4cf8d69-8f69-43f3-a533-98546adb79cd,Salesforce,tool,training,CRM platform. Free Trailhead training is excellent. Salesforce Admin cert is achievable in 2-3 months and highly marketable.,,"[""CRM"",""Sales Operations"",""Reporting""]",https://trailhead.salesforce.com,Salesforce Trailhead,40-80 hours,Free (Trailhead) / $200 exam,true,Salesforce has dedicated veteran hiring programs (VetForce),2026-02-15 17:49:11.511332+00
a84ad302-6522-4e90-bf00-f42e44c5985f,Oracle,tool,training,Enterprise database and ERP platform. Free Oracle Academy training available. Your data management experience is relevant.,,"[""Database"",""ERP"",""Supply Chain""]",https://academy.oracle.com,Oracle Academy,20-40 hours,Free,false,,2026-02-15 17:49:11.511332+00
a8b20c6b-6df8-41ac-8658-60dedfa4bb54,Stakeholder Management,skill,add_skill,"If you briefed senior leadership, coordinated with external agencies, or managed competing priorities from multiple departments, you managed stakeholders. Add this skill.","[""PMP""]","[""Communication"",""Relationship Management"",""Negotiation""]",,,,,false,,2026-02-15 17:49:11.511332+00
abaf337e-c4e9-444e-befe-9726b8bb6318,Jenkins,tool,training,CI/CD automation server. Free and open source. Your process automation experience is a foundation.,,"[""CI/CD"",""DevOps"",""Automation""]",https://www.jenkins.io/doc/tutorials/,Jenkins Tutorials,10-20 hours,Free,false,,2026-02-15 17:49:11.511332+00
ac15c9c3-5984-4ce5-9344-7947dad88f19,Earned Value Management,skill,add_skill,"Your PMP certification covers EVM fundamentals. If you tracked project budgets, schedules, and performance metrics, you used EVM concepts. Add ""Earned Value Management"" to your skills.","[""PMP"",""CAPM""]","[""Project Management"",""Budget Tracking"",""Schedule Management""]",,,,,false,,2026-02-15 17:49:11.511332+00
ac893e16-c130-402f-8494-549838b26cc2,Asana,tool,training,"Free version available. Similar to Jira but simpler. If you know any task management tool, Asana takes 1-2 hours to learn.",,"[""Task Management"",""Project Tracking""]",https://academy.asana.com,Asana Academy,2-4 hours,Free,false,,2026-02-15 17:49:11.511332+00
aca90fc1-5130-4940-a038-cf2ae76a6c21,Azure certifications,certification,training,Start with AZ-900 (fundamentals) then AZ-104 (administrator). Free training on Microsoft Learn. Your military IT experience maps directly.,"[""CompTIA Cloud+"",""AWS certifications""]","[""Cloud Computing"",""System Administration"",""Active Directory""]",https://learn.microsoft.com/en-us/certifications/,Microsoft Learn,AZ-900: 2-4 weeks / AZ-104: 2-3 months,AZ-900: $99 / AZ-104: $165,true,Microsoft offers free certification exams for eligible veterans through MSFT Software & Systems Academy,2026-02-15 17:49:11.511332+00
b11336f8-024c-44d5-9502-ea858b4ae66f,Python,tool,training,"Most in-demand programming language. Free courses everywhere. Useful for automation, data analysis, and cybersecurity scripting.",,"[""Programming"",""Automation"",""Data Analysis"",""Scripting""]",https://www.freecodecamp.org/learn/,freeCodeCamp,40-80 hours,Free,false,,2026-02-15 17:49:11.511332+00
b2bb7397-785b-4d9f-9ba5-b02b9def4fcf,Customer service,soft_skill,add_skill,"Your experience serving fellow service members, working with external agencies, and supporting mission requirements IS customer service in a different context. Frame it that way.",,"[""Client Relations"",""Support"",""Service Delivery""]",,,,,false,,2026-02-15 17:49:11.511332+00
bc0e05cf-822c-4dd8-a1f1-f9bebabe984b,ACAS,tool,equivalent,"ACAS is the military/DoD vulnerability scanning platform. Civilian equivalent is Nessus/Tenable.sc. Your ACAS experience directly translates — just say ""Tenable/Nessus"" on your resume.","[""Security+"",""CySA+""]","[""Vulnerability Scanning"",""Compliance Scanning"",""STIG""]",,,,,false,,2026-02-15 17:49:11.511332+00
becc85ac-006e-4fb8-872d-94f48eaf917b,Lean Six Sigma,certification,quick_win,"Your military process improvement experience maps directly to Lean Six Sigma. Yellow Belt is free online, Green Belt is a strong resume addition.","[""PMP""]","[""Process Improvement"",""Data Analysis"",""Quality Management""]",https://www.sixsigmaonline.org/,Six Sigma Online,Yellow: 1-2 weeks / Green: 2-3 months,Yellow: Free / Green: $200-400,false,,2026-02-15 17:49:11.511332+00
c03f66d6-f6fd-40b1-a013-0ab0c2dbefb6,Burp Suite,tool,training,Web application security testing tool. Free Community Edition available. Your pen testing experience is relevant foundation.,"[""PenTest+"",""CEH"",""OSCP""]","[""Web App Security"",""Penetration Testing""]",https://portswigger.net/web-security,PortSwigger Web Security Academy,20-40 hours,Free,false,,2026-02-15 17:49:11.511332+00
c1ba9d09-7724-4227-a575-9e1f5a29341f,Master's degree,education,long_term,"If you have a bachelor's, GI Bill covers master's programs. Many universities offer accelerated programs for veterans. Online programs from reputable schools (WGU, SNHU, ASU Online) are veteran-friendly.",,,https://www.va.gov/education/about-gi-bill-benefits/,VA GI Bill,18-24 months,GI Bill covers full tuition,true,GI Bill and Yellow Ribbon programs cover most master's programs,2026-02-15 17:49:11.511332+00
c43b294a-d540-4d2d-85e4-d140b1683bdb,NREMT,certification,equivalent,"If you were a combat medic (68W) or Corpsman (HM), your training likely exceeds civilian EMT standards. Check your state for military-to-EMT bridge programs.","[""TCCC"",""ACLS""]","[""Emergency Medicine"",""Patient Care"",""Trauma""]",https://www.nremt.org/rwd/public/document/military,NREMT Military,1-2 months (bridge),$80 exam,true,NREMT has specific military pathway with reduced requirements,2026-02-15 17:49:11.511332+00
c6fb3ac0-2c1e-435e-b083-27bb721a16a0,Ansible,tool,training,Automation and configuration management tool. Free and open source. Your maintenance and system management experience translates.,,"[""Automation"",""Configuration Management"",""DevOps""]",https://www.redhat.com/en/topics/automation/learning-ansible-tutorial,Red Hat Ansible,10-20 hours,Free,false,,2026-02-15 17:49:11.511332+00
cae2f3db-c053-4f4c-8e47-29205f22144f,Terraform,tool,training,Infrastructure as Code tool. Free training from HashiCorp. Your infrastructure management experience is relevant foundation.,"[""AWS"",""Azure""]","[""Infrastructure as Code"",""Cloud"",""Automation""]",https://learn.hashicorp.com/terraform,HashiCorp Learn,10-20 hours,Free,false,,2026-02-15 17:49:11.511332+00
cb3725a9-2299-42ff-9b21-e67dc8230315,Scrum,methodology,add_skill,"Scrum is a specific Agile framework with sprints, standups, and retrospectives. If you ran daily briefs, weekly planning cycles, and AARs — that is essentially Scrum.","[""CSM"",""PSM""]","[""Sprint Planning"",""Daily Standups"",""Retrospectives""]",https://www.scrum.org/resources/what-scrum-module,Scrum.org,2-4 hours to learn / 2 days for CSM,"Free overview / $1,200 CSM",false,,2026-02-15 17:49:11.511332+00
cc23efbb-3d59-4b52-b39c-db1b3705993f,Technical Writing,skill,add_skill,"If you wrote SOPs, maintenance procedures, technical manuals, naval messages, or operations orders, you have technical writing experience. Add it to your skills.",,"[""Documentation"",""SOPs"",""Procedures"",""Report Writing""]",,,,,false,,2026-02-15 17:49:11.511332+00
cdeaa459-d080-449d-a82f-efe7a3e47a6e,Palo Alto,tool,training,Next-gen firewall platform. Free Beacon training available. Your military firewall/network security experience is directly relevant.,"[""Security+"",""CCNA"",""PCNSA""]","[""Firewall Management"",""Network Security""]",https://beacon.paloaltonetworks.com,Palo Alto Beacon,20-40 hours,Free,false,,2026-02-15 17:49:11.511332+00
cf00eb2e-557c-4394-8067-1600041882e4,Business Continuity,skill,equivalent,Military COOP (Continuity of Operations) planning is business continuity. Your disaster preparedness and emergency planning experience translates directly.,,"[""COOP"",""Disaster Recovery"",""Emergency Planning""]",,,,,false,,2026-02-15 17:49:11.511332+00
cf056c22-4953-4025-b982-38b8764db2ec,CCNA,certification,training,"Your military network experience maps to CCNA concepts. If you managed shipboard or tactical networks, you likely already know 70% of the material.","[""CompTIA Network+""]","[""Routing"",""Switching"",""Network Administration"",""TCP/IP""]",https://www.cisco.com/site/us/en/learn/training-certifications/certifications/associate/ccna/index.html,Cisco CCNA,2-4 months study,$330 exam,true,Cisco offers military/veteran training through NetAcad,2026-02-15 17:49:11.511332+00
